"Statistic Label","Year","Hazardousness","Waste Category","Waste Management Operation","UNIT","VALUE"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","All Waste treatment[TRT]","Tonnes","10677"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","10677"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","All Waste treatment[TRT]","Tonnes","796116"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","56"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","56"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","796060"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","All Waste treatment[TRT]","Tonnes","151505"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","151505"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","All Waste treatment[TRT]","Tonnes","1847950"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","1847799"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1847799"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - incineration (D10)[DSP_I]","Tonnes","1"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","150"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","All Waste treatment[TRT]","Tonnes","1844984"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","1844984"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1844984"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","All Waste treatment[TRT]","Tonnes","1440"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","1439"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1439"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Disposal - incineration (D10)[DSP_I]","Tonnes","1"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","All Waste treatment[TRT]","Tonnes","1526"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","1376"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1376"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2004","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
